0.0,-0.190129513861
0.01,-0.0093468501014
0.02,-0.141610817454
0.03,0.0585421764541
0.04,-0.0333349614787
0.05,0.0135746200661
0.06,0.00280440081322
0.07,-0.0175029146692
0.08,0.116445714535
0.09,-0.0849480497658
0.1,0.120174907954
0.11,0.123699437822
0.12,0.0963602268208
0.13,-0.0563005917112
0.14,-0.0796797087136
0.15,0.0438050474794
0.16,0.145511425258
0.17,0.00534854681726
0.18,0.0776930596384
0.19,-0.146251534291
0.2,0.154528897977
0.21,0.270271418517
0.22,0.258970583048
0.23,0.144349216189
0.24,0.493688336199
0.25,0.68242545668
0.26,0.437682951101
0.27,0.384059215423
0.28,0.654046871807
0.29,0.51716113343
0.3,0.744185842887
0.31,0.814515032408
0.32,1.12849001861
0.33,1.41828216622
0.34,0.827257024756
0.35,1.33865465875
0.36,1.13929081602
0.37,1.29246380218
0.38,1.70098498445
0.39,1.74716777971
0.4,1.86466265969
0.41,1.68479733516
0.42,1.97760011946
0.43,1.83685922906
0.44,2.49964614623
0.45,2.32549028658
0.46,2.58062481018
0.47,2.62771672655
0.48,2.46014850122
0.49,2.35718586684
0.5,2.42033269236
0.51,2.64377672041
0.52,2.89317093017
0.53,2.86865569723
0.54,2.84530346543
0.55,2.77259114331
0.56,2.69993324638
0.57,2.75467984384
0.58,2.46750866813
0.59,2.62242311348
0.6,2.4243435283
0.61,2.44256622561
0.62,2.38660468517
0.63,2.34878225973
0.64,2.12117369402
0.65,1.92034820492
0.66,1.71290697743
0.67,1.64590708689
0.68,1.46731948603
0.69,1.29350451923
0.7,1.37246334385
0.71,1.23158466895
0.72,0.993679065021
0.73,0.961792493034
0.74,1.15858045935
0.75,0.899745891381
0.76,0.70182962339
0.77,0.852051309991
0.78,0.576934556361
0.79,0.579180384958
0.8,0.304072150364
0.81,0.681892291723
0.82,0.445961034466
0.83,0.280341623218
0.84,0.488728957223
0.85,0.123331748268
0.86,0.553876148182
0.87,0.147471901878
0.88,0.31965184826
0.89,0.219825327526
0.9,0.261926915823
0.91,0.0870628721759
0.92,0.0185745927088
0.93,-0.109542800325
0.94,-0.193283466666
0.95,0.0977364029686
0.96,0.357282774131
0.97,-0.017017220348
0.98,-0.0671826846206
0.99,-0.239981264207
